link,brand,series,size,price,info
"/Produkt/Serum/FeedSkin-serum-do-twarzy-nawilzajace-30-ml,400681,9225",FEEDSKIN,@NO_NAME@,30 ml,"58,99 zł","serum do twarzy nawilżające, "
"/Produkt/Serum/FeedSkin-serum-do-twarzy-na-naczynka-30-ml,400682,9225",FEEDSKIN,@NO_NAME@,30 ml,"48,99 zł","serum do twarzy na naczynka, "
"/Produkt/Serum/FeedSkin-serum-do-twarzy-na-tradzik-30-ml,400680,9225",FEEDSKIN,@NO_NAME@,30 ml,"48,99 zł","serum do twarzy na trądzik, "
"/Produkt/Serum/FeedSkin-serum-pod-oczy-30-ml,400683,9225",FEEDSKIN,@NO_NAME@,30 ml,"58,99 zł","serum pod oczy , "
"/Produkt/Serum/Tolpa-dermo-face-strefa-T-nawilzajace-serum-booster-75-ml,311706,9225",TOŁPA,dermo face strefa T,75 ml,"39,99 zł","nawilżające serum-booster, "
"/Produkt/Serum/Bielenda-Super-3-Trio-serum-przeciwzmarszczkowe-aktywnie-rewitalizujace-noc-30-ml,409326,9225",BIELENDA,Super 3 Trio,30 ml,"32,99 zł","serum przeciwzmarszczkowe aktywnie rewitalizujące, noc, "
"/Produkt/Serum/Bielenda-Golden-Placenta-regenerujaco-rozswietlajace-serum-przeciwzmarszczkowe-30-g,396244,9225",BIELENDA,Golden Placenta,30 g,"32,99 zł","regenerująco- rozświetlające serum przeciwzmarszczkowe, "
"/Produkt/Serum/Bielenda-Blueberry-C-Tox-serum-do-twarzy-nawilzajaco-rozswietlajace-30-ml,342307,9225",BIELENDA,Blueberry C-Tox,30 ml,"31,99 zł","serum do twarzy nawilżająco- rozświetlające, "
"/Produkt/Serum/Bielenda-silnie-nawilzajace-serum-kokosowe-Coconut-Milk-30-ml,381475,9225",BIELENDA,@NO_NAME@,30 ml,"29,99 zł","silnie nawilżajace serum kokosowe, Coconut Milk, "
"/Produkt/Serum/Perfecta-Organic-Nature-przeciwzmarszczkowe-serum-kuracja-na-dzien-i-na-noc-cera-dojrzala-30-ml,381364,9225",PERFECTA,Organic Nature,30 ml,"29,99 zł","przeciwzmarszczkowe serum-kuracja na dzień i na noc, cera dojrzała, "
"/Produkt/Serum/Perfecta-Organic-Nature-hydro-serum-intensywnie-nawilzajace-na-dzien-i-na-noc-cera-normalna-i-miesz,381366,9225",PERFECTA,Organic Nature,30 ml,"29,99 zł","hydro serum intensywnie nawilżające na dzień i na noc, cera normalna i mieszana, "
"/Produkt/Serum/Soraya-serum-do-twarzy-30-ml,400634,9225",SORAYA,@NO_NAME@,30 ml,"18,99 zł","serum do twarzy , "
"/Produkt/Serum/Soraya-serum-rewitalizujace-30-ml,400575,9225",SORAYA,@NO_NAME@,30 ml,"18,99 zł","serum rewitalizujące, "
"/Produkt/Serum/Ziaja-Antyoksydacja-serum-do-twarzy-i-szyi-wygladzajaco-ujedrniajace-50-ml,258870,9225",ZIAJA,Antyoksydacja,50 ml,"12,49 zł","serum do twarzy i szyi wygładzająco-ujędrniające, "
"/Produkt/Serum/Ziaja-Naturalnie-Pielegnujemy-skoncentrowane-serum-do-twarzy-szyi-i-dekoltu-30-ml,394746,9225",ZIAJA,Naturalnie Pielęgnujemy,30 ml,"12,49 zł","skoncentrowane serum do twarzy, szyi i dekoltu, "
"/Produkt/Serum/SNP-nawilzajace-serum-z-kwasem-hialuronowym-i-peptydami-220-ml,354254,9225",SNP,@NO_NAME@,220 ml,"75,99 zł","nawilżające serum z kwasem hialuronowym i peptydami, "
"/Produkt/Serum/SNP-Cicaronic-lagodzace-ampulki-do-twarzy-7x15-ml,354292,9225",SNP,Cicaronic,"7x1,5 ml","83,99 zł","łagodzące ampułki do twarzy, "
"/Produkt/Serum/Quret-ampulka-z-kwasem-hialuronowym-nawilzajaca-30-ml,354202,9225",QURET,@NO_NAME@,30 ml,"67,99 zł","ampułka z kwasem hialuronowym, nawilżająca, "
"/Produkt/Serum/Quret-ampulka-z-kwasem-askorbinowym-i-olejkiem-cytrynowym-30-ml,354227,9225",QURET,@NO_NAME@,30 ml,"67,99 zł","ampułka z kwasem askorbinowym i olejkiem cytrynowym, "
"/Produkt/Serum/Quret-ampulka-z-ekstraktem-ze-sluzu-slimaka-30-ml,354234,9225",QURET,@NO_NAME@,30 ml,"67,99 zł","ampułka z ekstraktem ze śluzu ślimaka, "
"/Produkt/Serum/Quret-ampulka-z-ekstraktem-z-wakroty-azjatyckiej-lagodzaca-30-ml,354237,9225",QURET,@NO_NAME@,30 ml,"67,99 zł","ampułka z ekstraktem z wąkroty azjatyckiej, łagodząca, "
"/Produkt/Serum/Quret-ampulka-z-hydrolizowanym-kolagenem-i-ekstraktem-z-wielkomorszczynu-gruszkowatego-ujedrniajac,354240,9225",QURET,@NO_NAME@,30 ml,"67,99 zł","ampułka z hydrolizowanym kolagenem i ekstraktem z wielkomorszczynu gruszkowatego, ujędrniająca, "
"/Produkt/Serum/Revolution-Skincare-serum-do-twarzy-z-retinolem-30-ml,401598,9225",REVOLUTION SKINCARE,@NO_NAME@,30 ml,"52,99 zł","serum do twarzy z retinolem, "
"/Produkt/Serum/Revolution-Skincare-serum-do-twarzy-z-retinolem-30-ml,400818,9225",REVOLUTION SKINCARE,@NO_NAME@,30 ml,"57,99 zł","serum do twarzy z retinolem, "
"/Produkt/Serum/Revolution-Skincare-serum-do-twarzy-z-retinolem-30-ml,401599,9225",REVOLUTION SKINCARE,@NO_NAME@,30 ml,"62,99 zł","serum do twarzy z retinolem, "
"/Produkt/Serum/Revolution-Skincare-serum-do-twarzy-rozswietlajace-30-ml,400816,9225",REVOLUTION SKINCARE,@NO_NAME@,30 ml,"52,99 zł","serum do twarzy rozświetlające, "
"/Produkt/Serum/Revolution-Skincare-serum-do-twarzy-z-witamina-C-30-ml,401593,9225",REVOLUTION SKINCARE,@NO_NAME@,30 ml,"62,99 zł","serum do twarzy z witaminą C, "
"/Produkt/Serum/Revolution-Skincare-serum-do-twarzy-z-kwasem-glikolowym-30-ml,401604,9225",REVOLUTION SKINCARE,@NO_NAME@,30 ml,"62,99 zł","serum do twarzy z kwasem glikolowym, "
"/Produkt/Serum/Revolution-Skincare-serum-do-twarzy-przeciwzmarszczkowe-30-ml,400810,9225",REVOLUTION SKINCARE,@NO_NAME@,30 ml,"52,99 zł","serum do twarzy przeciwzmarszczkowe, "
"/Produkt/Serum/Revolution-Skincare-serum-pod-oczy-z-kofeina-i-kwasem-hialuronowym-30-ml,400809,9225",REVOLUTION SKINCARE,@NO_NAME@,30 ml,"31,99 zł","serum pod oczy z kofeiną i kwasem hialuronowym, "
"/Produkt/Serum/Revolution-Skincare-serum-do-twarzy-ujedrniajace-30-ml,400811,9225",REVOLUTION SKINCARE,@NO_NAME@,30 ml,"42,99 zł","serum do twarzy ujędrniające, "
"/Produkt/Serum/Revolution-Skincare-serum-do-twarzy-z-15-niacinamidem-30-ml,400812,9225",REVOLUTION SKINCARE,@NO_NAME@,30 ml,"52,99 zł","serum do twarzy z 15% niacinamidem, "
"/Produkt/Serum/Revolution-Skincare-serum-do-twarzy-z-olejkiem-CBD-skora-sucha-30-ml,401596,9225",REVOLUTION SKINCARE,@NO_NAME@,30 ml,"52,99 zł","serum do twarzy z olejkiem CBD skóra sucha, "
"/Produkt/Serum/Revolution-Skincare-serum-do-twarzy-30-ml,400813,9225",REVOLUTION SKINCARE,@NO_NAME@,30 ml,"52,99 zł","serum do twarzy , "
"/Produkt/Serum/Revolution-Skincare-serum-peelingujace-do-twarzy-30-ml,400814,9225",REVOLUTION SKINCARE,@NO_NAME@,30 ml,"52,99 zł","serum peelingujące do twarzy, "
"/Produkt/Serum/Revolution-Skincare-eliksir-olejek-do-twarzy-30-ml,400815,9225",REVOLUTION SKINCARE,@NO_NAME@,30 ml,"52,99 zł","eliksir-olejek do twarzy , "
"/Produkt/Serum/Uzdrovisco-roslinnie-aktywne-serum-przeciw-zmarszczkom-30-ml,400665,9225",UZDROVISCO,@NO_NAME@,30 ml,"51,99 zł","roślinnie aktywne serum przeciw zmarszczkom, "
"/Produkt/Serum/Uzdrovisco-roslinne-aktywne-serum-przeciw-niedoskonalosciom-30-ml,400667,9225",UZDROVISCO,@NO_NAME@,30 ml,"51,99 zł","roślinne aktywne serum przeciw niedoskonałościom, "
"/Produkt/Serum/Uzdrovisco-roslinne-aktywne-serum-na-promiennosc-i-nawodnienie-cery-30-ml,400649,9225",UZDROVISCO,@NO_NAME@,30 ml,"51,99 zł","roślinne aktywne serum na promienność i nawodnienie cery, "
"/Produkt/Serum/Uzdrovisco-balsamiczne-serum-uzdrawiajace-sucha-skore-25-ml,321320,9225",UZDROVISCO,@NO_NAME@,25 ml,"49,99 zł","balsamiczne serum ""uzdrawiające"" suchą skórę, "
"/Produkt/Serum/Uzdrovisco-Mak-olejowa-esencja-odmladzajaca-wyglad-30-ml,321321,9225",UZDROVISCO,Mak,30 ml,"49,99 zł","olejowa esencja odmładzająca wygląd, "
"/Produkt/Serum/Uzdrovisco-nawadniajace-serum-kompres-3w1-na-powieki-i-twarz-50-ml,400653,9225",UZDROVISCO,@NO_NAME@,50 ml,"49,99 zł","nawadniające serum kompres 3w1 na powieki i twarz, "
"/Produkt/Serum/InoPharm-Pure-Elements-serum-do-twarzy-z-3-Matrixylem-30-ml,400473,9225",INOPHARM,Pure Elements,30 ml,"39,99 zł","serum do twarzy z 3% Matrixylem, "
"/Produkt/Serum/InoPharm-Pure-Elements-serum-do-twarzy-z-10-niacynamidem-30-ml,400474,9225",INOPHARM,Pure Elements,30 ml,"39,99 zł","serum do twarzy z 10% niacynamidem, "
"/Produkt/Serum/InoPharm-Pure-Elements-serum-do-twarzy-z-2-kwasem-hialuronowym-30-ml,400475,9225",INOPHARM,Pure Elements,30 ml,"39,99 zł","serum do twarzy z 2% kwasem hialuronowym, "
"/Produkt/Serum/InoPharm-Pure-Elements-serum-do-twarzy-z-2-retinolem-30-ml,400476,9225",INOPHARM,Pure Elements,30 ml,"39,99 zł","serum do twarzy z 2% retinolem, "
"/Produkt/Serum/InoPharm-Pure-Elements-serum-do-twarzy-z-bioolejkiem-z-rozy-i-olejkiem-arganowym-30-ml,400477,9225",INOPHARM,Pure Elements,30 ml,"39,99 zł","serum do twarzy z bioolejkiem z róży i olejkiem arganowym, "
"/Produkt/Serum/InoPharm-Pure-Elements-serum-do-twarzy-z-olejkiem-CBD-30-ml,400478,9225",INOPHARM,Pure Elements,30 ml,"39,99 zł","serum do twarzy z olejkiem CBD, "
"/Produkt/Serum/InoPharm-Pure-Elements-serum-do-twarzy-z-olejkiem-z-rozy-30-ml,400479,9225",INOPHARM,Pure Elements,30 ml,"39,99 zł","serum do twarzy z olejkiem z róży, "
"/Produkt/Serum/Ava-Laboratorium-Kwintesencja-Pieknej-Skory-koncentrat-o-kompleksowym-dzialaniu-odmladzajacym-30-ml,312666,9225",AVA LABORATORIUM,Kwintesencja Pięknej Skóry,30 ml,"39,99 zł","koncentrat o kompleksowym działaniu odmładzającym, "
"/Produkt/Serum/Ava-Laboratorium-Kwintesencja-Pieknej-Skory-koncentrat-z-ekstraktem-z-bialej-perly-30-ml,312667,9225",AVA LABORATORIUM,Kwintesencja Pięknej Skóry,30 ml,"34,99 zł","koncentrat z ekstraktem z białej perły, "
"/Produkt/Serum/Ava-Laboratorium-Kwintesencja-Pieknej-Skory-koncentrat-o-dzialaniu-silnie-nawilzajacym-30-ml,312665,9225",AVA LABORATORIUM,Kwintesencja Pięknej Skóry,30 ml,"29,99 zł","koncentrat o działaniu silnie nawilżającym, "
"/Produkt/Serum/Ava-Laboratorium-Kwintesencja-Pieknej-Skory-koncentrat-ograniczajacy-wydzielanie-sebum-30-ml,312668,9225",AVA LABORATORIUM,Kwintesencja Pięknej Skóry,30 ml,"29,99 zł","koncentrat ograniczający wydzielanie sebum, "
"/Produkt/Serum/Ava-Laboratorium-ProRenew-serum-naprawcze-na-dzien-i-na-noc-15-ml,322740,9225",AVA LABORATORIUM,ProRenew,15 ml,"37,99 zł","serum naprawcze na dzień i na noc, "
"/Produkt/Serum/Ava-Laboratorium-Asta-C-serum-do-twarzy-komorkowe-odmlodzenie-30-ml,312671,9225",AVA LABORATORIUM,Asta C+,30 ml,"29,99 zł","serum do twarzy komórkowe odmłodzenie, "
"/Produkt/Serum/Ava-Laboratorium-Aktywator-Mlodosci-peptyd-biomimetyczny-30-ml,228312,9225",AVA LABORATORIUM,Aktywator Młodości,30 ml,"39,99 zł","peptyd biomimetyczny, "
"/Produkt/Serum/Ava-Laboratorium-Aktywator-Mlodosci-koenzym-Q10-z-witaminami-30-ml,243061,9225",AVA LABORATORIUM,Aktywator Młodości,30 ml,"27,99 zł","koenzym Q10 z witaminami, "
"/Produkt/Serum/Ava-Laboratorium-Aktywator-Mlodosci-retinol-z-witaminami-C-E-F-30-ml,243043,9225",AVA LABORATORIUM,Aktywator Młodości,30 ml,"27,99 zł","retinol z witaminami C, E, F, "
"/Produkt/Serum/Ava-Laboratorium-Aktywator-Mlodosci-witamina-C-z-acerola-100-ochrony-antyoksydacyjnej-30-ml,209927,9225",AVA LABORATORIUM,Aktywator Młodości,30 ml,"29,99 zł","witamina C z acerolą 100% ochrony antyoksydacyjnej, "
"/Produkt/Serum/Ava-Laboratorium-Aktywator-Mlodosci-epidermalny-kwas-hialuronowy-100-naturalnego-nawilzenia-30-ml,209926,9225",AVA LABORATORIUM,Aktywator Młodości,30 ml,"27,99 zł","epidermalny kwas hialuronowy 100% naturalnego nawilżenia, "
"/Produkt/Serum/Miraculum-Asta-Plankton-C-shot-koncentrat-do-twarzy-10-ml,401563,9225",MIRACULUM,Asta Plankton C,10 ml,"19,99 zł","shot koncentrat do twarzy, "
"/Produkt/Serum/Miraculum-Asta-Plankton-C-aktywne-serum-booster-do-twarzy-30-ml,401562,9225",MIRACULUM,Asta Plankton C,30 ml,"29,99 zł","aktywne serum-booster do twarzy, "
"/Produkt/Serum/Miraculum-Asta-Plankton-C-rozswietlajace-serum-balsam-pod-oczy-20-ml,401561,9225",MIRACULUM,Asta Plankton C,20 ml,"23,99 zł","rozświetlające serum-balsam pod oczy, "
"/Produkt/Serum/Miraculum-Woda-Termalna-serum-nawilzajace-do-twarzy-30-ml,401568,9225",MIRACULUM,Woda Termalna,30 ml,"21,99 zł","serum nawilżające do twarzy, "
"/Produkt/Serum/Miraculum-Woda-Termalna-serum-pod-oczy-nawilzajace-20-ml,401567,9225",MIRACULUM,Woda Termalna,20 ml,"18,99 zł","serum pod oczy nawilżające, "
"/Produkt/Serum/Miraculum-Bakuchiol-Botanique-Retino-serum-do-twarzy-na-dzien-i-na-noc-intensywne-odzywienie-30-ml,401573,9225",MIRACULUM,Bakuchiol Botanique Retino,30 ml,"29,99 zł","serum do twarzy na dzień i na noc intensywne odżywienie, "
"/Produkt/Serum/Miraculum-Bakuchiol-Botanique-Retino-serum-pod-oczy-na-dzien-i-na-noc-aktywne-wygladzenie-20-ml,401572,9225",MIRACULUM,Bakuchiol Botanique Retino,20 ml,"23,99 zł","serum pod oczy na dzień i na noc, aktywne wygładzenie, "
"/Produkt/Serum/Bialy-Jelen-Organic-natura-serum-do-twarzy-30-ml,258592,9225",BIAŁY JELEŃ,Organic - natura,30 ml,"35,99 zł","serum do twarzy, "
"/Produkt/Serum/Vis-Plantis-Gift-of-Nature-serum-do-twarzy-cera-sucha-30-ml,401442,9225",VIS PLANTIS GIFT OF NATURE,@NO_NAME@,30 ml,"24,99 zł","serum do twarzy cera sucha, "
"/Produkt/Serum/Vis-Plantis-Gift-of-Nature-prebiotyczne-serum-do-twarzy-do-cery-pieknej-choc-wrazliwej-30-ml,343150,9225",VIS PLANTIS GIFT OF NATURE,@NO_NAME@,30 ml,"24,99 zł","prebiotyczne serum do twarzy do cery pięknej, choć wrażliwej, "
"/Produkt/Serum/Vis-Plantis-Gift-of-Nature-serum-do-twarzy-cera-mieszana-30-ml,401443,9225",VIS PLANTIS GIFT OF NATURE,@NO_NAME@,30 ml,"24,99 zł","serum do twarzy cera mieszana, "
"/Produkt/Serum/Ziaja-Jasmin-50-esencja-przeciw-zmarszczkom-30-ml,122788,9225",ZIAJA,Jaśmin 50 +,30 ml,"13,99 zł","esencja przeciw zmarszczkom, "
"/Produkt/Serum/Jumiso-All-Day-Vitamin-serum-o-dzialaniu-przeciwzmarszczkowo-rozswietlajacym-30-ml,354381,9225",JUMISO,All Day Vitamin,30 ml,"94,99 zł","serum o działaniu przeciwzmarszczkowo-rozświetlającym, "
"/Produkt/Serum/Secret-Key-ampulka-do-twarzy-przeciwzmarszczkowa-SYN-AKE-30-ml,402037,9225",SECRET KEY,@NO_NAME@,30 ml,"118,99 zł","ampułka do twarzy przeciwzmarszczkowa SYN-AKE, "
"/Produkt/Serum/Esfolio-ujedrniajaca-esencja-do-twarzy-z-kolagenem-120-ml,349381,9225",ESFOLIO,@NO_NAME@,120 ml,"63,99 zł","ujędrniająca esencja do twarzy z kolagenem, "
"/Produkt/Serum/Esfolio-nawilzajaco-regenerujaca-ampulka-do-twarzy-180-ml,349402,9225",ESFOLIO,@NO_NAME@,180 ml,"63,99 zł","nawilżająco-regenerująca ampułka do twarzy,, "
"/Produkt/Serum/Arganove-BIO-antyoksydacyjne-serum-do-twarzy-z-witamina-C-E-dzikie-kwiaty-30-ml,401554,9225",ARGANOVE,BIO,30 ml,"47,99 zł","antyoksydacyjne serum do twarzy z witaminą C+E, dzikie kwiaty, "
"/Produkt/Serum/Arganove-BIO-serum-na-niedoskonalosci-do-twarzy-dzikie-liscie-30-ml,401555,9225",ARGANOVE,BIO,30 ml,"47,99 zł","serum na niedoskonałości do twarzy dzikie liście, "
"/Produkt/Serum/Arganove-BIO-liftingujace-serum-do-twarzy-dzikie-owoce-30-ml,401556,9225",ARGANOVE,BIO,30 ml,"47,99 zł","liftingujące serum do twarzy, dzikie owoce, "
"/Produkt/Serum/Arganove-BIO-bio-olej-z-nasion-opuncji-figowej-5-ml,401553,9225",ARGANOVE,BIO,5 ml,"49,99 zł","bio olej z nasion opuncji figowej, "
"/Produkt/Serum/_Element-nawilzajace-serum-do-twarzy-ujedrniajace-30-ml,285655,9225",_ELEMENT,@NO_NAME@,30 ml,"49,99 zł","nawilżające serum do twarzy, ujędrniające, "
"/Produkt/Serum/_Element-Bakuchiol-Vit-C-serum-do-twarzy-30-ml,401449,9225",_ELEMENT,Bakuchiol + Vit. C,30 ml,"49,99 zł","serum do twarzy , "
"/Produkt/Serum/Vianek-wzmacniajace-serum-do-twarzy-cera-naczynkowa-15-ml,349452,9225",VIANEK,@NO_NAME@,15 ml,"36,99 zł","wzmacniające serum do twarzy cera naczynkowa, "
"/Produkt/Serum/Vianek-eliksir-do-twarzy-z-witamina-C-30-ml,349508,9225",VIANEK,@NO_NAME@,30 ml,"47,99 zł","eliksir do twarzy z witaminą C, "
"/Produkt/Serum/Vianek-przeciwzmarszczkowe-serum-do-twarzy-30-ml,349511,9225",VIANEK,@NO_NAME@,30 ml,"47,99 zł","przeciwzmarszczkowe serum do twarzy, "
"/Produkt/Serum/Dermo-pHarma-Bio-Serum-Skin-Archi-Tec-serum-na-twarz-szyje-dekolt-i-dlonie-kwas-traneksamowy-15-ml,265400,9225",DERMO PHARMA+,Bio Serum Skin Archi-Tec,15 ml,"43,99 zł","serum na twarz, szyję, dekolt i dłonie, kwas traneksamowy, "
"/Produkt/Serum/Dermo-pHarma-Bio-Serum-Skin-Archi-Tec-serum-na-twarz-szyje-dekolt-i-dlonie-L-witamina-C-15-15-ml,265402,9225",DERMO PHARMA+,Bio Serum Skin Archi-Tec,15 ml,"43,99 zł","serum na twarz, szyję, dekolt i dłonie, L-witamina C 15%, "
"/Produkt/Serum/Dermo-pHarma-Bio-Serum-Skin-Archi-Tec-przeciwzmarszczkowe-serum-na-twarz-szyje-dekolt-i-dlonie-15-,265410,9225",DERMO PHARMA+,Bio Serum Skin Archi-Tec,15 ml,"34,99 zł","przeciwzmarszczkowe serum na twarz, szyję, dekolt i dłonie, "
"/Produkt/Serum/Dermo-pHarma-Bio-Serum-Skin-Archi-Tec-intensywnie-nawilzajace-serum-na-twarz-szyje-dekolt-i-dloni,265419,9225",DERMO PHARMA+,Bio Serum Skin Archi-Tec,15 ml,"34,99 zł","intensywnie nawilżające serum na twarz, szyję, dekolt i dłonie, "
"/Produkt/Serum/Esfolio-ampulka-do-twarzy-przeciwzmarszczkowa-30-ml,400462,9225",ESFOLIO,@NO_NAME@,30 ml,"29,99 zł","ampułka do twarzy przeciwzmarszczkowa, "
"/Produkt/Serum/Esfolio-ampulka-do-twarzy-nawilzajaca-30-ml,400463,9225",ESFOLIO,@NO_NAME@,30 ml,"29,99 zł","ampułka do twarzy nawilżająca, "
"/Produkt/Serum/Esfolio-ampulka-do-twarzy-rozswietlajaca-30-ml,400464,9225",ESFOLIO,@NO_NAME@,30 ml,"29,99 zł","ampułka do twarzy rozświetlająca, "
"/Produkt/Serum/Esfolio-ampulka-do-twarzy-lagodzaca-30-ml,400465,9225",ESFOLIO,@NO_NAME@,30 ml,"29,99 zł","ampułka do twarzy łagodząca, "
"/Produkt/Serum/Esfolio-ampulka-do-twarzy-ujedrniajaca-30-ml,400466,9225",ESFOLIO,@NO_NAME@,30 ml,"29,99 zł","ampułka do twarzy ujędrniająca, "
"/Produkt/Serum/FlosLek-Laboratorium-betaCarotene-pro-age-olejek-z-beta-karotenem-30-ml,401143,9225",FLOSLEK LABORATORIUM,betaCarotene pro age,30 ml,"24,99 zł","olejek z beta-karotenem, "
"/Produkt/Serum/FlosLek-Laboratorium-ziolowa-esencja-adaptogenna-30-ml,401048,9225",FLOSLEK LABORATORIUM,@NO_NAME@,30 ml,"39,99 zł","ziołowa esencja adaptogenna, "
"/Produkt/Serum/FlosLek-Laboratorium-Hyaluron-anti-aging-serum-do-twarzy-przeciwzmarszczkowe-30-ml,401036,9225",FLOSLEK LABORATORIUM,Hyaluron anti-aging,30 ml,"24,99 zł","serum  do twarzy przeciwzmarszczkowe, "
"/Produkt/Serum/FlosLek-Laboratorium-fitoCollagen-pro-age-serum-przeciwzmarszczkowe-z-fitokolagenem-30-ml,401051,9225",FLOSLEK LABORATORIUM,fitoCollagen pro age,30 ml,"29,99 zł","serum przeciwzmarszczkowe z fitokolagenem, "
"/Produkt/Serum/Farmona-Herbal-Care-My-Nature-olejek-serum-do-twarzy-szyi-i-dekoltu-50-ml,401060,9225",FARMONA HERBAL CARE,My Nature,50 ml,"22,99 zł","olejek serum do twarzy, szyi i dekoltu, "
"/Produkt/Serum/Manufaktura-Piekna-serum-do-cery-mieszanej-Zmieszana-Lawenda-30-ml,348673,9225",MANUFAKTURA PIĘKNA,@NO_NAME@,30 ml,"49,99 zł","serum do cery mieszanej Zmieszana Lawenda, "
"/Produkt/Serum/Manufaktura-Piekna-serum-do-cery-problematycznej-Czary-mary-30-ml,348674,9225",MANUFAKTURA PIĘKNA,@NO_NAME@,30 ml,"49,99 zł","serum do cery problematycznej Czary mary, "
"/Produkt/Serum/Manufaktura-Piekna-serum-do-cery-suchej-Mam-te-moc-30-ml,348671,9225",MANUFAKTURA PIĘKNA,@NO_NAME@,30 ml,"49,99 zł","serum do cery suchej Mam tę moc, "
"/Produkt/Serum/Manufaktura-Piekna-serum-do-cery-wrazliwej-Otulacz-30-ml,348672,9225",MANUFAKTURA PIĘKNA,@NO_NAME@,30 ml,"49,99 zł","serum do cery wrażliwej Otulacz, "
"/Produkt/Serum/Wibo-Unicorn-Tears-odzywczy-primer-i-serum-do-twarzy-2w1-30-g,286302,9225",WIBO,Unicorn Tears,30 g,"28,49 zł","odżywczy primer i serum do twarzy 2w1, "
"/Produkt/Serum/Perfecta-Serum-C-Forte-serum-zastrzyk-energii-8-ml,280716,9225",PERFECTA,Serum C- Forte,8 ml,"3,29 zł","serum- zastrzyk energii , "
"/Produkt/Serum/Garnier-ampulka-przeciw-oznakom-zmeczenia-w-masce-na-tkaninie-witamina-C-1-szt,366273,9225",GARNIER,@NO_NAME@,1 szt.,"13,49 zł","ampułka przeciw oznakom zmęczenia w masce na tkaninie, witamina C, "
"/Produkt/Serum/SNP-Peptaronic-nawilzajaca-maska-w-plachcie-1-szt,354252,9225",SNP,Peptaronic,1 szt.,"10,99 zł","nawilżająca maska w płachcie, "
"/Produkt/Serum/Ziaja-Baltic-Home-SPA-serum-wygladzajaco-nawilzajace-do-twarzy-szyi-i-dekoltu-90-ml,400563,9225",ZIAJA,Baltic Home SPA,90 ml,"16,49 zł","serum wygładzająco- nawilżające do twarzy, szyi i dekoltu, "
